Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Departure delay (Minutes)
B6,01/16/2019,1201,N950JB,FLL,-8
B6,01/16/2019,1205,N524JB,PDX,10
B6,01/16/2019,1273,N775JB,CHS,-8
B6,01/16/2019,1295,N588JB,AUS,-6
B6,01/16/2019,1318,N229JB,BOS,-2
B6,01/16/2019,1323,N946JB,LAX,202
B6,01/16/2019,1373,N306JB,CHS,-6
B6,01/16/2019,1401,N972JB,FLL,30
B6,01/16/2019,1403,N593JB,SJU,-5
B6,01/16/2019,1415,N964JB,SFO,169
B6,01/16/2019,1503,N970JB,SJU,0
B6,01/16/2019,1518,N247JB,BOS,-8
B6,01/16/2019,1523,N942JB,LAX,6
B6,01/16/2019,1611,N980JB,LAS,-4
B6,01/16/2019,1623,N947JB,LAX,7
B6,01/16/2019,1634,N229JB,BTV,48
B6,01/16/2019,1677,N656JB,JAX,-4
B6,01/16/2019,1701,N907JB,FLL,-5
B6,01/16/2019,1715,N980JB,SFO,2
B6,01/16/2019,1723,N976JB,LAX,-2
B6,01/16/2019,1729,N954JB,RSW,14
B6,01/16/2019,2002,N316JB,BUF,-9
B6,01/16/2019,2153,N970JB,PBI,0
B6,01/16/2019,2359,N807JB,BUR,-7
B6,01/16/2019,2402,N294JB,BUF,-8
B6,01/16/2019,2501,N949JB,FLL,23
B6,01/16/2019,2516,N309JB,SYR,36
B6,01/16/2019,2525,N265JB,TPA,-6
B6,01/16/2019,2534,N309JB,BTV,-12
B6,01/16/2019,2802,N348JB,BUF,-9
B6,01/16/2019,2901,N994JB,FLL,112
B6,01/17/2019,3,N565JB,SJU,-3
B6,01/17/2019,15,N989JB,SFO,-7
B6,01/17/2019,18,N294JB,BOS,-2
B6,01/17/2019,23,N929JB,LAX,-4
B6,01/17/2019,53,N994JB,PBI,37
B6,01/17/2019,63,N987JB,SEA,34
B6,01/17/2019,65,N649JB,ABQ,-2
B6,01/17/2019,71,N605JB,SLC,3
B6,01/17/2019,81,N763JB,RNO,32
B6,01/17/2019,89,N946JB,SAN,3
B6,01/17/2019,97,N952JB,DEN,0
B6,01/17/2019,102,N203JB,BUF,-1
B6,01/17/2019,105,N306JB,ORD,-5
B6,01/17/2019,116,N229JB,SYR,30
B6,01/17/2019,123,N981JB,LAX,-7
B6,01/17/2019,135,N504JB,PHX,-1
B6,01/17/2019,149,N583JB,PSP,-4
B6,01/17/2019,153,N903JB,PBI,-3
B6,01/17/2019,161,N903JB,SMF,-4
B6,01/17/2019,163,N655JB,SRQ,-5
B6,01/17/2019,167,N648JB,OAK,-2
B6,01/17/2019,189,N942JB,SAN,-1
B6,01/17/2019,213,N766JB,LGB,13
B6,01/17/2019,219,N348JB,CLT,-7
B6,01/17/2019,225,N965JB,TPA,-4
B6,01/17/2019,234,N306JB,BTV,-9
B6,01/17/2019,263,N982JB,SEA,49
B6,01/17/2019,283,N998JB,MCO,-2
B6,01/17/2019,286,N316JB,ROC,-7
B6,01/17/2019,289,N828JB,MCO,-4
B6,01/17/2019,323,N937JB,LAX,-4
B6,01/17/2019,325,N956JB,TPA,-3
B6,01/17/2019,355,N794JB,ONT,3
B6,01/17/2019,359,N804JB,BUR,0
B6,01/17/2019,403,N958JB,SJU,-6
B6,01/17/2019,415,N945JB,SFO,-2
B6,01/17/2019,423,N947JB,LAX,-4
B6,01/17/2019,429,N535JB,RSW,9
B6,01/17/2019,477,N794JB,JAX,-8
B6,01/17/2019,486,N216JB,ROC,0
B6,01/17/2019,519,N806JB,ATL,-4
B6,01/17/2019,523,N991JB,LAX,-7
B6,01/17/2019,553,N958JB,PBI,-3
B6,01/17/2019,575,N806JB,MSY,11
B6,01/17/2019,581,N655JB,HOU,-1
B6,01/17/2019,583,N966JB,MCO,-6
B6,01/17/2019,586,N216JB,ROC,-1
B6,01/17/2019,601,N974JB,FLL,1
B6,01/17/2019,611,N996JB,LAS,0
B6,01/17/2019,615,N943JB,SFO,73
B6,01/17/2019,618,N348JB,BOS,-9
B6,01/17/2019,669,N561JB,SJC,-4
B6,01/17/2019,675,N565JB,MSY,-7
B6,01/17/2019,676,N374JB,ORH,18
B6,01/17/2019,677,N355JB,JAX,-2
B6,01/17/2019,702,N306JB,BUF,-2
B6,01/17/2019,711,N989JB,LAS,16
B6,01/17/2019,718,N296JB,BOS,7
B6,01/17/2019,719,N206JB,ATL,-4
B6,01/17/2019,789,N913JB,MCO,-4
B6,01/17/2019,795,N504JB,AUS,-1
B6,01/17/2019,803,N948JB,SJU,-3
B6,01/17/2019,839,N973JB,BQN,0
B6,01/17/2019,841,N296JB,SAV,0
B6,01/17/2019,871,N651JB,SLC,4
B6,01/17/2019,883,N999JB,MCO,4
B6,01/17/2019,885,N309JB,RDU,41
B6,01/17/2019,915,N976JB,SFO,17
B6,01/17/2019,918,N273JB,BOS,7
B6,01/17/2019,1013,N637JB,LGB,-2
B6,01/17/2019,1041,N216JB,SAV,151
B6,01/17/2019,1105,N294JB,ORD,-8
B6,01/17/2019,1119,N358JB,CLT,-6
B6,01/17/2019,1183,N974JB,MCO,-5
B6,01/17/2019,1185,N309JB,RDU,36
B6,01/17/2019,1201,N913JB,FLL,0
B6,01/17/2019,1205,N508JB,PDX,1
B6,01/17/2019,1273,N794JB,CHS,-6
B6,01/17/2019,1295,N651JB,AUS,4
B6,01/17/2019,1318,N229JB,BOS,-7
B6,01/17/2019,1323,N978JB,LAX,-9
B6,01/17/2019,1373,N249JB,CHS,-7
B6,01/17/2019,1401,N973JB,FLL,-6
B6,01/17/2019,1403,N535JB,SJU,26
B6,01/17/2019,1415,N986JB,SFO,49
B6,01/17/2019,1503,N994JB,SJU,27
B6,01/17/2019,1518,N374JB,BOS,-10
B6,01/17/2019,1523,N964JB,LAX,-2
B6,01/17/2019,1611,N979JB,LAS,16
B6,01/17/2019,1623,N929JB,LAX,-1
B6,01/17/2019,1634,N216JB,BTV,-4
B6,01/17/2019,1677,N587JB,JAX,-6
B6,01/17/2019,1701,N999JB,FLL,0
B6,01/17/2019,1715,N993JB,SFO,2
B6,01/17/2019,1723,N979JB,LAX,-1
B6,01/17/2019,1729,N950JB,RSW,10
B6,01/17/2019,1823,N987JB,LAX,19
B6,01/17/2019,2002,N358JB,BUF,-11
B6,01/17/2019,2153,N994JB,PBI,19
B6,01/17/2019,2359,N665JB,BUR,-4
B6,01/17/2019,2402,N353JB,BUF,-12
B6,01/17/2019,2501,N974JB,FLL,-2
B6,01/17/2019,2516,N296JB,SYR,33
B6,01/17/2019,2525,N265JB,TPA,5
B6,01/17/2019,2534,N309JB,BTV,-9
B6,01/17/2019,2802,N306JB,BUF,-6
B6,01/17/2019,2901,N996JB,FLL,2
B6,01/18/2019,3,N649JB,SJU,-2
B6,01/18/2019,15,N983JB,SFO,-5
B6,01/18/2019,18,N216JB,BOS,-8
B6,01/18/2019,23,N981JB,LAX,0
B6,01/18/2019,53,N907JB,PBI,28
B6,01/18/2019,63,N937JB,SEA,-4
B6,01/18/2019,65,N583JB,ABQ,86
B6,01/18/2019,71,N703JB,SLC,14
B6,01/18/2019,81,N587JB,RNO,35
B6,01/18/2019,89,N969JB,SAN,-4
B6,01/18/2019,97,N955JB,DEN,-1
B6,01/18/2019,102,N334JB,BUF,100
B6,01/18/2019,105,N249JB,ORD,36
B6,01/18/2019,116,N309JB,SYR,-3
B6,01/18/2019,123,N934JB,LAX,5
B6,01/18/2019,135,N554JB,PHX,-2
B6,01/18/2019,149,N527JB,PSP,61
B6,01/18/2019,153,N958JB,PBI,-8
B6,01/18/2019,161,N958JB,SMF,-11
B6,01/18/2019,163,N804JB,SRQ,-5
B6,01/18/2019,167,N584JB,OAK,10
B6,01/18/2019,189,N968JB,SAN,-7
B6,01/18/2019,213,N665JB,LGB,15
B6,01/18/2019,219,N324JB,CLT,-3
B6,01/18/2019,225,N949JB,TPA,28
B6,01/18/2019,234,N236JB,BTV,19
B6,01/18/2019,263,N978JB,SEA,50
B6,01/18/2019,283,N972JB,MCO,1
B6,01/18/2019,286,N337JB,ROC,-13
B6,01/18/2019,289,N565JB,MCO,1
B6,01/18/2019,323,N991JB,LAX,11
B6,01/18/2019,325,N995JB,TPA,6
B6,01/18/2019,355,N639JB,ONT,-3
B6,01/18/2019,359,N768JB,BUR,-2
B6,01/18/2019,403,N903JB,SJU,-4
B6,01/18/2019,415,N982JB,SFO,-4
B6,01/18/2019,423,N929JB,LAX,0
B6,01/18/2019,429,N806JB,RSW,-9
B6,01/18/2019,477,N703JB,JAX,-5
B6,01/18/2019,486,N249JB,ROC,10
B6,01/18/2019,519,N615JB,ATL,-8
B6,01/18/2019,523,N967JB,LAX,-9
B6,01/18/2019,553,N903JB,PBI,44
B6,01/18/2019,575,N615JB,MSY,45
B6,01/18/2019,581,N804JB,HOU,17
B6,01/18/2019,583,N971JB,MCO,-6
B6,01/18/2019,586,N249JB,ROC,-5
B6,01/18/2019,601,N997JB,FLL,-6
B6,01/18/2019,611,N965JB,LAS,-4
B6,01/18/2019,615,N942JB,SFO,-12
B6,01/18/2019,618,N324JB,BOS,-6
B6,01/18/2019,669,N638JB,SJC,-3
B6,01/18/2019,675,N649JB,MSY,-7
B6,01/18/2019,676,N298JB,ORH,14
B6,01/18/2019,677,N306JB,JAX,-1
B6,01/18/2019,702,N206JB,BUF,-8
B6,01/18/2019,711,N961JB,LAS,0
B6,01/18/2019,718,N247JB,BOS,79
B6,01/18/2019,719,N247JB,ATL,-5
B6,01/18/2019,745,N508JB,PSE,11
B6,01/18/2019,789,N973JB,MCO,-11
B6,01/18/2019,795,N807JB,AUS,-4
B6,01/18/2019,803,N954JB,SJU,1
B6,01/18/2019,839,N956JB,BQN,32
B6,01/18/2019,841,N374JB,SAV,-3
B6,01/18/2019,871,N648JB,SLC,2
B6,01/18/2019,883,N975JB,MCO,24
B6,01/18/2019,885,N249JB,RDU,-1
B6,01/18/2019,915,N989JB,SFO,-10
B6,01/18/2019,918,N353JB,BOS,4
B6,01/18/2019,1013,N636JB,LGB,75
B6,01/18/2019,1041,N334JB,SAV,0
B6,01/18/2019,1105,N216JB,ORD,-3
B6,01/18/2019,1119,N296JB,CLT,16
B6,01/18/2019,1183,N997JB,MCO,3
B6,01/18/2019,1185,N374JB,RDU,82
B6,01/18/2019,1201,N973JB,FLL,15
B6,01/18/2019,1205,N591JB,PDX,-1
B6,01/18/2019,1273,N703JB,CHS,-2
B6,01/18/2019,1295,N648JB,AUS,10
B6,01/18/2019,1318,N203JB,BOS,-9
B6,01/18/2019,1323,N987JB,LAX,3
B6,01/18/2019,1373,N298JB,CHS,-6
B6,01/18/2019,1401,N956JB,FLL,23
B6,01/18/2019,1403,N806JB,SJU,-8
B6,01/18/2019,1415,N935JB,SFO,-2
B6,01/18/2019,1503,N970JB,SJU,-1
B6,01/18/2019,1518,N184JB,BOS,-4
B6,01/18/2019,1523,N988JB,LAX,-2
B6,01/18/2019,1611,N985JB,LAS,-2
B6,01/18/2019,1623,N981JB,LAX,7
B6,01/18/2019,1634,N203JB,BTV,-10
B6,01/18/2019,1677,N206JB,JAX,-8
B6,01/18/2019,1701,N975JB,FLL,9
B6,01/18/2019,1715,N945JB,SFO,-2
B6,01/18/2019,1723,N985JB,LAX,8
B6,01/18/2019,1729,N974JB,RSW,9
B6,01/18/2019,1823,N937JB,LAX,19
B6,01/18/2019,2002,N374JB,BUF,1
B6,01/18/2019,2153,N907JB,PBI,67
B6,01/18/2019,2359,N662JB,BUR,0
B6,01/18/2019,2402,N206JB,BUF,-8
B6,01/18/2019,2501,N997JB,FLL,27
B6,01/18/2019,2516,N307JB,SYR,50
B6,01/18/2019,2525,N197JB,TPA,-3
B6,01/18/2019,2534,N374JB,BTV,-3
B6,01/18/2019,2802,N206JB,BUF,-7
B6,01/18/2019,2901,N965JB,FLL,-1
B6,01/19/2019,3,N658JB,SJU,17
B6,01/19/2019,18,N265JB,BOS,56
B6,01/19/2019,53,N994JB,PBI,0
B6,01/19/2019,71,N766JB,SLC,0
B6,01/19/2019,89,N979JB,SAN,-1
B6,01/19/2019,97,N957JB,DEN,0
B6,01/19/2019,105,N249JB,ORD,284
B6,01/19/2019,116,N373JB,SYR,-6
B6,01/19/2019,123,N944JB,LAX,14
B6,01/19/2019,135,N746JB,PHX,0
B6,01/19/2019,149,N979JB,PSP,0
B6,01/19/2019,153,N903JB,PBI,38
B6,01/19/2019,161,N903JB,SMF,0
B6,01/19/2019,163,N768JB,SRQ,-8
B6,01/19/2019,219,N334JB,CLT,-6
B6,01/19/2019,225,N995JB,TPA,0
B6,01/19/2019,234,N334JB,BTV,0
B6,01/19/2019,263,N978JB,SEA,-10
B6,01/19/2019,283,N975JB,MCO,34
B6,01/19/2019,286,N187JB,ROC,-7
B6,01/19/2019,289,N638JB,MCO,0
B6,01/19/2019,318,N592JB,BOS,-9
B6,01/19/2019,325,N999JB,TPA,8
B6,01/19/2019,355,N531JB,ONT,0
B6,01/19/2019,359,N608JB,BUR,18
B6,01/19/2019,403,N958JB,SJU,1
B6,01/19/2019,415,N991JB,SFO,-4
B6,01/19/2019,429,N768JB,RSW,-13
B6,01/19/2019,477,N766JB,JAX,-7
B6,01/19/2019,486,N316JB,ROC,0
B6,01/19/2019,519,N588JB,ATL,-2
B6,01/19/2019,523,N992JB,LAX,-6
B6,01/19/2019,553,N958JB,PBI,0
B6,01/19/2019,575,N662JB,MSY,-3
B6,01/19/2019,581,N249JB,HOU,0
B6,01/19/2019,583,N907JB,MCO,-10
B6,01/19/2019,586,N373JB,ROC,-12
B6,01/19/2019,601,N966JB,FLL,-1
B6,01/19/2019,611,N949JB,LAS,0
B6,01/19/2019,615,N968JB,SFO,-4
B6,01/19/2019,618,N309JB,BOS,16
B6,01/19/2019,675,N658JB,MSY,8
B6,01/19/2019,676,N296JB,ORH,0
B6,01/19/2019,677,N375JB,JAX,-4
B6,01/19/2019,702,N265JB,BUF,-8
B6,01/19/2019,711,N946JB,LAS,0
B6,01/19/2019,718,N238JB,BOS,0
B6,01/19/2019,719,N236JB,ATL,-3
B6,01/19/2019,745,N807JB,PSE,0
B6,01/19/2019,789,N948JB,MCO,-11
B6,01/19/2019,795,N763JB,AUS,-8
B6,01/19/2019,803,N971JB,SJU,-2
B6,01/19/2019,839,N970JB,BQN,0
B6,01/19/2019,841,N249JB,SAV,-8
B6,01/19/2019,871,N584JB,SLC,16
B6,01/19/2019,883,N746JB,MCO,-7
B6,01/19/2019,915,N990JB,SFO,-6
B6,01/19/2019,918,N298JB,BOS,0
B6,01/19/2019,1013,N583JB,LGB,75
B6,01/19/2019,1041,N334JB,SAV,-3
B6,01/19/2019,1105,N236JB,ORD,0
B6,01/19/2019,1119,N373JB,CLT,-4
B6,01/19/2019,1183,N996JB,MCO,-3
B6,01/19/2019,1185,N231JB,RDU,-1
B6,01/19/2019,1201,N948JB,FLL,0
B6,01/19/2019,1273,N766JB,CHS,-9
B6,01/19/2019,1295,N527JB,AUS,0
B6,01/19/2019,1323,N988JB,LAX,-6
B6,01/19/2019,1373,N267JB,CHS,33
B6,01/19/2019,1401,N615JB,FLL,4
B6,01/19/2019,1403,N651JB,SJU,-5
B6,01/19/2019,1415,N981JB,SFO,0
B6,01/19/2019,1503,N994JB,SJU,0
B6,01/19/2019,1523,N981JB,LAX,-6
B6,01/19/2019,1611,N946JB,LAS,-3
B6,01/19/2019,1623,N967JB,LAX,0
B6,01/19/2019,1634,N296JB,BTV,-8
B6,01/19/2019,1677,N640JB,JAX,0
B6,01/19/2019,1701,N952JB,FLL,-2
B6,01/19/2019,1723,N944JB,LAX,0
B6,01/19/2019,1729,N997JB,RSW,-1
B6,01/19/2019,2002,N236JB,BUF,0
B6,01/19/2019,2153,N994JB,PBI,0
B6,01/19/2019,2402,N267JB,BUF,0
B6,01/19/2019,2501,N966JB,FLL,0
B6,01/19/2019,2516,N296JB,SYR,0
B6,01/19/2019,2517,N659JB,BOS,20
B6,01/19/2019,2525,N307JB,TPA,-7
B6,01/19/2019,2534,N296JB,BTV,-7
B6,01/19/2019,2802,N265JB,BUF,-5
B6,01/19/2019,2901,N949JB,FLL,20
B6,01/20/2019,3,N658JB,SJU,3
B6,01/20/2019,15,N923JB,SFO,-3
B6,01/20/2019,18,N309JB,BOS,0
B6,01/20/2019,23,N988JB,LAX,0
B6,01/20/2019,53,N997JB,PBI,-2
B6,01/20/2019,63,N934JB,SEA,-10
B6,01/20/2019,65,N640JB,ABQ,79
B6,01/20/2019,71,N661JB,SLC,30
B6,01/20/2019,81,N587JB,RNO,185
B6,01/20/2019,89,N991JB,SAN,-9
B6,01/20/2019,97,N971JB,DEN,73
B6,01/20/2019,102,N298JB,BUF,38
B6,01/20/2019,105,N334JB,ORD,44
B6,01/20/2019,116,N267JB,SYR,0
B6,01/20/2019,123,N967JB,LAX,-6
B6,01/20/2019,135,N531JB,PHX,16
B6,01/20/2019,149,N794JB,PSP,25
B6,01/20/2019,153,N971JB,PBI,41
B6,01/20/2019,161,N952JB,SMF,67
B6,01/20/2019,163,N807JB,SRQ,-2
B6,01/20/2019,167,N809JB,OAK,32
B6,01/20/2019,189,N978JB,SAN,-9
B6,01/20/2019,213,N587JB,LGB,0
B6,01/20/2019,219,N279JB,CLT,0
B6,01/20/2019,225,N957JB,TPA,39
B6,01/20/2019,234,N328JB,BTV,0
B6,01/20/2019,263,N993JB,SEA,30
B6,01/20/2019,283,N996JB,MCO,21
B6,01/20/2019,286,N334JB,ROC,0
B6,01/20/2019,289,N531JB,MCO,0
B6,01/20/2019,323,N934JB,LAX,0
B6,01/20/2019,325,N994JB,TPA,15
B6,01/20/2019,355,N768JB,ONT,79
B6,01/20/2019,359,N659JB,BUR,-1
B6,01/20/2019,403,N913JB,SJU,66
B6,01/20/2019,415,N980JB,SFO,0
B6,01/20/2019,423,N988JB,LAX,2
B6,01/20/2019,429,N789JB,RSW,18
B6,01/20/2019,477,N587JB,JAX,-9
B6,01/20/2019,486,N192JB,ROC,22
B6,01/20/2019,519,N703JB,ATL,0
B6,01/20/2019,523,N978JB,LAX,0
B6,01/20/2019,553,N913JB,PBI,50
B6,01/20/2019,575,N793JB,MSY,115
B6,01/20/2019,581,N807JB,HOU,-4
B6,01/20/2019,583,N998JB,MCO,0
B6,01/20/2019,586,N267JB,ROC,0
B6,01/20/2019,601,N948JB,FLL,-4
B6,01/20/2019,611,N999JB,LAS,17
B6,01/20/2019,615,N943JB,SFO,0
B6,01/20/2019,618,N279JB,BOS,0
B6,01/20/2019,669,N613JB,SJC,59
B6,01/20/2019,675,N594JB,MSY,0
B6,01/20/2019,676,N178JB,ORH,0
B6,01/20/2019,677,N351JB,JAX,0
B6,01/20/2019,702,N328JB,BUF,74
B6,01/20/2019,711,N964JB,LAS,0
B6,01/20/2019,718,N334JB,BOS,123
B6,01/20/2019,719,N316JB,ATL,0
B6,01/20/2019,789,N903JB,MCO,13
B6,01/20/2019,795,N534JB,AUS,-5
B6,01/20/2019,803,N907JB,SJU,0
B6,01/20/2019,839,N974JB,BQN,3
B6,01/20/2019,841,N316JB,SAV,0
B6,01/20/2019,871,N779JB,SLC,-1
B6,01/20/2019,883,N949JB,MCO,-12
B6,01/20/2019,885,N368JB,RDU,0
B6,01/20/2019,915,N946JB,SFO,-7
B6,01/20/2019,918,N298JB,BOS,0
B6,01/20/2019,1013,N703JB,LGB,-8
B6,01/20/2019,1041,N323JB,SAV,0
B6,01/20/2019,1105,N238JB,ORD,-6
B6,01/20/2019,1119,N296JB,CLT,-8
B6,01/20/2019,1183,N948JB,MCO,73
B6,01/20/2019,1185,N373JB,RDU,-2
B6,01/20/2019,1201,N907JB,FLL,80
B6,01/20/2019,1205,N779JB,PDX,-1
B6,01/20/2019,1273,N587JB,CHS,-9
B6,01/20/2019,1295,N569JB,AUS,5
B6,01/20/2019,1318,N355JB,BOS,0
B6,01/20/2019,1323,N986JB,LAX,-9
B6,01/20/2019,1373,N236JB,CHS,0
B6,01/20/2019,1401,N975JB,FLL,8
B6,01/20/2019,1403,N588JB,SJU,0
B6,01/20/2019,1415,N962JB,SFO,0
B6,01/20/2019,1503,N994JB,SJU,43
B6,01/20/2019,1518,N296JB,BOS,0
B6,01/20/2019,1523,N981JB,LAX,43
B6,01/20/2019,1611,N982JB,LAS,0
B6,01/20/2019,1623,N987JB,LAX,13
B6,01/20/2019,1634,N355JB,BTV,0
B6,01/20/2019,1677,N526JB,JAX,34
B6,01/20/2019,1701,N965JB,FLL,0
B6,01/20/2019,1715,N985JB,SFO,76
B6,01/20/2019,1723,N923JB,LAX,8
B6,01/20/2019,1729,N958JB,RSW,0
B6,01/20/2019,1823,N989JB,LAX,-3
B6,01/20/2019,2002,N374JB,BUF,32
B6,01/20/2019,2153,N972JB,PBI,55
B6,01/20/2019,2359,N763JB,BUR,0
B6,01/20/2019,2402,N328JB,BUF,78
B6,01/20/2019,2501,N973JB,FLL,96
B6,01/20/2019,2516,N249JB,SYR,-4
B6,01/20/2019,2525,N307JB,TPA,0
B6,01/20/2019,2534,N368JB,BTV,0
B6,01/20/2019,2802,N296JB,BUF,112
B6,01/20/2019,2901,N999JB,FLL,12
B6,01/21/2019,3,N516JB,SJU,10
B6,01/21/2019,15,N969JB,SFO,0
B6,01/21/2019,18,N249JB,BOS,0
B6,01/21/2019,23,N967JB,LAX,12
B6,01/21/2019,53,N995JB,PBI,9
B6,01/21/2019,63,N988JB,SEA,-2
B6,01/21/2019,65,N509JB,ABQ,45
B6,01/21/2019,71,N534JB,SLC,2
B6,01/21/2019,81,N603JB,RNO,26
B6,01/21/2019,89,N977JB,SAN,-6
B6,01/21/2019,97,N955JB,DEN,114
B6,01/21/2019,102,N296JB,BUF,276
B6,01/21/2019,105,N328JB,ORD,265
B6,01/21/2019,116,N323JB,SYR,96
B6,01/21/2019,123,N981JB,LAX,-4
B6,01/21/2019,135,N612JB,PHX,331
B6,01/21/2019,149,N636JB,PSP,41
B6,01/21/2019,153,N913JB,PBI,-5
B6,01/21/2019,161,N913JB,SMF,4
B6,01/21/2019,163,N612JB,SRQ,-9
B6,01/21/2019,167,N794JB,OAK,-7
B6,01/21/2019,189,N947JB,SAN,-3
B6,01/21/2019,213,N763JB,LGB,3
B6,01/21/2019,219,N187JB,CLT,15
B6,01/21/2019,225,N970JB,TPA,182
B6,01/21/2019,234,N348JB,BTV,0
B6,01/21/2019,263,N964JB,SEA,37
B6,01/21/2019,283,N949JB,MCO,57
B6,01/21/2019,286,N267JB,ROC,354
B6,01/21/2019,289,N552JB,MCO,0
B6,01/21/2019,323,N937JB,LAX,18
B6,01/21/2019,325,N975JB,TPA,18
B6,01/21/2019,355,N639JB,ONT,149
B6,01/21/2019,359,N504JB,BUR,262
B6,01/21/2019,403,N966JB,SJU,97
B6,01/21/2019,415,N993JB,SFO,-7
B6,01/21/2019,423,N987JB,LAX,62
B6,01/21/2019,429,N527JB,RSW,0
B6,01/21/2019,477,N534JB,JAX,3
B6,01/21/2019,486,N346JB,ROC,56
B6,01/21/2019,519,N527JB,ATL,0
B6,01/21/2019,523,N983JB,LAX,-2
B6,01/21/2019,553,N952JB,PBI,76
B6,01/21/2019,575,N662JB,MSY,100
B6,01/21/2019,581,N535JB,HOU,275
B6,01/21/2019,583,N958JB,MCO,13
B6,01/21/2019,586,N323JB,ROC,31
B6,01/21/2019,601,N955JB,FLL,7
B6,01/21/2019,611,N907JB,LAS,117
B6,01/21/2019,615,N984JB,SFO,-10
B6,01/21/2019,618,N249JB,BOS,461
B6,01/21/2019,669,N587JB,SJC,0
B6,01/21/2019,675,N527JB,MSY,0
B6,01/21/2019,676,N206JB,ORH,0
B6,01/21/2019,677,N317JB,JAX,0
B6,01/21/2019,702,N307JB,BUF,-5
B6,01/21/2019,711,N934JB,LAS,9
B6,01/21/2019,718,N231JB,BOS,0
B6,01/21/2019,719,N323JB,ATL,133
B6,01/21/2019,745,N935JB,PSE,44
B6,01/21/2019,789,N952JB,MCO,25
B6,01/21/2019,795,N509JB,AUS,-2
B6,01/21/2019,803,N903JB,SJU,40
B6,01/21/2019,839,N998JB,BQN,48
B6,01/21/2019,841,N373JB,SAV,0
B6,01/21/2019,871,N768JB,SLC,89
B6,01/21/2019,883,N971JB,MCO,125
B6,01/21/2019,885,N267JB,RDU,-10
B6,01/21/2019,915,N989JB,SFO,-2
B6,01/21/2019,918,N187JB,BOS,0
B6,01/21/2019,1013,N640JB,LGB,-3
B6,01/21/2019,1041,N584JB,SAV,-2
B6,01/21/2019,1105,N584JB,ORD,-7
B6,01/21/2019,1119,N307JB,CLT,425
B6,01/21/2019,1183,N955JB,MCO,19
B6,01/21/2019,1185,N247JB,RDU,188
B6,01/21/2019,1201,N956JB,FLL,58
B6,01/21/2019,1273,N534JB,CHS,-5
B6,01/21/2019,1295,N526JB,AUS,37
B6,01/21/2019,1318,N192JB,BOS,219
B6,01/21/2019,1323,N945JB,LAX,-6
B6,01/21/2019,1373,N307JB,CHS,-9
B6,01/21/2019,1401,N998JB,FLL,19
B6,01/21/2019,1403,N516JB,SJU,0
B6,01/21/2019,1415,N979JB,SFO,70
B6,01/21/2019,1503,N972JB,SJU,75
B6,01/21/2019,1518,N298JB,BOS,134
B6,01/21/2019,1523,N962JB,LAX,-5
B6,01/21/2019,1611,N934JB,LAS,-7
B6,01/21/2019,1623,N967JB,LAX,188
B6,01/21/2019,1634,N192JB,BTV,147
B6,01/21/2019,1677,N584JB,JAX,67
B6,01/21/2019,1701,N999JB,FLL,68
B6,01/21/2019,1715,N929JB,SFO,57
B6,01/21/2019,1723,N942JB,LAX,74
B6,01/21/2019,1729,N973JB,RSW,10
B6,01/21/2019,1823,N988JB,LAX,25
B6,01/21/2019,2002,N187JB,BUF,171
B6,01/21/2019,2153,N995JB,PBI,26
B6,01/21/2019,2359,N809JB,BUR,11
B6,01/21/2019,2402,N353JB,BUF,-6
B6,01/21/2019,2501,N966JB,FLL,44
B6,01/21/2019,2516,N353JB,SYR,0
B6,01/21/2019,2525,N307JB,TPA,0
B6,01/21/2019,2534,N187JB,BTV,2
B6,01/21/2019,2802,N307JB,BUF,-12
B6,01/21/2019,2901,N907JB,FLL,16
B6,01/22/2019,3,N594JB,SJU,-1
B6,01/22/2019,15,N983JB,SFO,-3
B6,01/22/2019,18,N355JB,BOS,360
B6,01/22/2019,23,N981JB,LAX,-9
B6,01/22/2019,53,N965JB,PBI,0
B6,01/22/2019,63,N937JB,SEA,-1
B6,01/22/2019,71,N608JB,SLC,-5
B6,01/22/2019,89,N979JB,SAN,5
B6,01/22/2019,97,N913JB,DEN,9
B6,01/22/2019,102,N197JB,BUF,218
B6,01/22/2019,105,N187JB,ORD,418
B6,01/22/2019,116,N307JB,SYR,-1
B6,01/22/2019,123,N944JB,LAX,34
B6,01/22/2019,135,N613JB,PHX,3
B6,01/22/2019,149,N535JB,PSP,0
B6,01/22/2019,153,N952JB,PBI,13
B6,01/22/2019,163,N594JB,SRQ,0
B6,01/22/2019,189,N964JB,SAN,-4
B6,01/22/2019,213,N706JB,LGB,-1
B6,01/22/2019,219,N236JB,CLT,-7
B6,01/22/2019,225,N952JB,TPA,11
B6,01/22/2019,234,N348JB,BTV,116
B6,01/22/2019,263,N935JB,SEA,62
B6,01/22/2019,283,N974JB,MCO,59
B6,01/22/2019,286,N334JB,ROC,266
B6,01/22/2019,289,N639JB,MCO,100
B6,01/22/2019,318,N353JB,BOS,0
B6,01/22/2019,323,N982JB,LAX,-7
B6,01/22/2019,325,N903JB,TPA,8
B6,01/22/2019,355,N659JB,ONT,-2
B6,01/22/2019,359,N516JB,BUR,30
B6,01/22/2019,403,N913JB,SJU,-1
B6,01/22/2019,415,N923JB,SFO,39
B6,01/22/2019,423,N945JB,LAX,-2
B6,01/22/2019,429,N662JB,RSW,-4
